2021-07-06 19:23:00,588 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@35cabb2a: startup date [Tue Jul 06 19:23:00 CEST 2021]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | main
2021-07-06 19:23:01,230 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[C:\Users\Soldi\Desktop\apache-activemq-5.16.2-bin\apache-activemq-5.16.2\bin\..\data\kahadb] | org.apache.activemq.broker.BrokerService | main
2021-07-06 19:23:01,386 | INFO  | PListStore:[C:\Users\Soldi\Desktop\apache-activemq-5.16.2-bin\apache-activemq-5.16.2\bin\..\data\localhost\tmp_storage] started | org.apache.activemq.store.kahadb.plist.PListStoreImpl | main
2021-07-06 19:23:01,524 | INFO  | Apache ActiveMQ 5.16.2 (localhost, ID:DESKTOP-BVDPDPA-53239-1625592181395-0:1) is starting | org.apache.activemq.broker.BrokerService | main
2021-07-06 19:23:01,544 | INFO  | Listening for connections at: tcp://DESKTOP-BVDPDPA:61616?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2021-07-06 19:23:01,546 | INFO  | Connector openwire started | org.apache.activemq.broker.TransportConnector | main
2021-07-06 19:23:01,549 | INFO  | Listening for connections at: amqp://DESKTOP-BVDPDPA:5672?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2021-07-06 19:23:01,551 | INFO  | Connector amqp started | org.apache.activemq.broker.TransportConnector | main
2021-07-06 19:23:01,555 | INFO  | Listening for connections at: stomp://DESKTOP-BVDPDPA:61613?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2021-07-06 19:23:01,557 | INFO  | Connector stomp started | org.apache.activemq.broker.TransportConnector | main
2021-07-06 19:23:01,561 | INFO  | Listening for connections at: mqtt://DESKTOP-BVDPDPA:1883?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2021-07-06 19:23:01,562 | INFO  | Connector mqtt started | org.apache.activemq.broker.TransportConnector | main
2021-07-06 19:23:01,569 | INFO  | Starting Jetty server | org.apache.activemq.transport.WebTransportServerSupport | main
2021-07-06 19:23:01,614 | INFO  | Creating Jetty connector | org.apache.activemq.transport.WebTransportServerSupport | main
2021-07-06 19:23:01,724 | WARN  | ServletContext@o.e.j.s.ServletContextHandler@60dd3c23{/,null,STARTING} has uncovered http methods for path: / | org.eclipse.jetty.security.SecurityHandler | main
2021-07-06 19:23:01,787 | INFO  | Listening for connections at ws://DESKTOP-BVDPDPA:61614?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.ws.WSTransportServer | main
2021-07-06 19:23:01,789 | INFO  | Connector ws started | org.apache.activemq.broker.TransportConnector | main
2021-07-06 19:23:01,791 | INFO  | Apache ActiveMQ 5.16.2 (localhost, ID:DESKTOP-BVDPDPA-53239-1625592181395-0:1) started | org.apache.activemq.broker.BrokerService | main
2021-07-06 19:23:01,791 | INFO  | For help or more information please see: http://activemq.apache.org | org.apache.activemq.broker.BrokerService | main
2021-07-06 19:23:01,794 | WARN  | Store limit is 102400 mb (current store usage is 0 mb). The data directory: C:\Users\Soldi\Desktop\apache-activemq-5.16.2-bin\apache-activemq-5.16.2\bin\..\data\kahadb only has 74241 mb of usable space. - resetting to maximum available disk space: 74241 mb | org.apache.activemq.broker.BrokerService | main
2021-07-06 19:23:02,373 | INFO  | ActiveMQ WebConsole available at http://127.0.0.1:8161/ | org.apache.activemq.web.WebConsoleStarter | main
2021-07-06 19:23:02,374 | INFO  | ActiveMQ Jolokia REST API available at http://127.0.0.1:8161/api/jolokia/ | org.apache.activemq.web.WebConsoleStarter | main
2021-07-06 20:54:27,179 | INFO  | Apache ActiveMQ 5.16.2 (localhost, ID:DESKTOP-BVDPDPA-53239-1625592181395-0:1) is shutting down | org.apache.activemq.broker.BrokerService | Thread-20
2021-07-06 20:54:27,181 | INFO  | Connector openwire stopped | org.apache.activemq.broker.TransportConnector | Thread-20
2021-07-06 20:54:27,182 | INFO  | Connector amqp stopped | org.apache.activemq.broker.TransportConnector | Thread-20
2021-07-06 20:54:27,183 | INFO  | Connector stomp stopped | org.apache.activemq.broker.TransportConnector | Thread-20
2021-07-06 20:54:27,184 | INFO  | Connector mqtt stopped | org.apache.activemq.broker.TransportConnector | Thread-20
2021-07-06 20:54:27,189 | INFO  | Connector ws stopped | org.apache.activemq.broker.TransportConnector | Thread-20
2021-07-06 20:54:27,192 | INFO  | PListStore:[C:\Users\Soldi\Desktop\apache-activemq-5.16.2-bin\apache-activemq-5.16.2\bin\..\data\localhost\tmp_storage] stopped | org.apache.activemq.store.kahadb.plist.PListStoreImpl | Thread-20
2021-07-06 20:54:27,193 | INFO  | Stopping async queue tasks | org.apache.activemq.store.kahadb.KahaDBStore | Thread-20
2021-07-06 20:54:27,194 | INFO  | Stopping async topic tasks | org.apache.activemq.store.kahadb.KahaDBStore | Thread-20
2021-07-06 20:54:27,196 | INFO  | Stopped KahaDB | org.apache.activemq.store.kahadb.KahaDBStore | Thread-20
2021-07-06 20:54:27,205 | INFO  | Apache ActiveMQ 5.16.2 (localhost, ID:DESKTOP-BVDPDPA-53239-1625592181395-0:1) uptime 1 hour 31 minutes | org.apache.activemq.broker.BrokerService | Thread-20
2021-07-06 20:54:27,206 | INFO  | Apache ActiveMQ 5.16.2 (localhost, ID:DESKTOP-BVDPDPA-53239-1625592181395-0:1) is shutdown | org.apache.activemq.broker.BrokerService | Thread-20
2021-07-06 20:54:27,207 | INFO  | Closing org.apache.activemq.xbean.XBeanBrokerFactory$1@35cabb2a: startup date [Tue Jul 06 19:23:00 CEST 2021]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | Thread-20
2021-07-06 20:54:53,235 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@478190fc: startup date [Tue Jul 06 20:54:53 CEST 2021]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | main
2021-07-06 20:54:53,862 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[C:\Users\Soldi\Desktop\apache-activemq-5.16.2-bin\apache-activemq-5.16.2\bin\..\data\kahadb] | org.apache.activemq.broker.BrokerService | main
2021-07-06 20:54:53,898 | INFO  | KahaDB is version 7 | org.apache.activemq.store.kahadb.MessageDatabase | main
2021-07-06 20:54:53,918 | INFO  | PListStore:[C:\Users\Soldi\Desktop\apache-activemq-5.16.2-bin\apache-activemq-5.16.2\bin\..\data\localhost\tmp_storage] started | org.apache.activemq.store.kahadb.plist.PListStoreImpl | main
2021-07-06 20:54:54,057 | INFO  | Apache ActiveMQ 5.16.2 (localhost, ID:DESKTOP-BVDPDPA-59513-1625597693926-0:1) is starting | org.apache.activemq.broker.BrokerService | main
2021-07-06 20:54:54,102 | INFO  | Listening for connections at: tcp://DESKTOP-BVDPDPA:61616?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2021-07-06 20:54:54,104 | INFO  | Connector openwire started | org.apache.activemq.broker.TransportConnector | main
2021-07-06 20:54:54,107 | INFO  | Listening for connections at: amqp://DESKTOP-BVDPDPA:5672?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2021-07-06 20:54:54,109 | INFO  | Connector amqp started | org.apache.activemq.broker.TransportConnector | main
2021-07-06 20:54:54,112 | INFO  | Listening for connections at: stomp://DESKTOP-BVDPDPA:61613?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2021-07-06 20:54:54,113 | INFO  | Connector stomp started | org.apache.activemq.broker.TransportConnector | main
2021-07-06 20:54:54,116 | INFO  | Listening for connections at: mqtt://DESKTOP-BVDPDPA:1883?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2021-07-06 20:54:54,118 | INFO  | Connector mqtt started | org.apache.activemq.broker.TransportConnector | main
2021-07-06 20:54:54,123 | INFO  | Starting Jetty server | org.apache.activemq.transport.WebTransportServerSupport | main
2021-07-06 20:54:54,176 | INFO  | Creating Jetty connector | org.apache.activemq.transport.WebTransportServerSupport | main
2021-07-06 20:54:54,277 | WARN  | ServletContext@o.e.j.s.ServletContextHandler@7ad54c55{/,null,STARTING} has uncovered http methods for path: / | org.eclipse.jetty.security.SecurityHandler | main
2021-07-06 20:54:54,334 | INFO  | Listening for connections at ws://DESKTOP-BVDPDPA:61614?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.ws.WSTransportServer | main
2021-07-06 20:54:54,335 | INFO  | Connector ws started | org.apache.activemq.broker.TransportConnector | main
2021-07-06 20:54:54,336 | INFO  | Apache ActiveMQ 5.16.2 (localhost, ID:DESKTOP-BVDPDPA-59513-1625597693926-0:1) started | org.apache.activemq.broker.BrokerService | main
2021-07-06 20:54:54,337 | INFO  | For help or more information please see: http://activemq.apache.org | org.apache.activemq.broker.BrokerService | main
2021-07-06 20:54:54,339 | WARN  | Store limit is 102400 mb (current store usage is 0 mb). The data directory: C:\Users\Soldi\Desktop\apache-activemq-5.16.2-bin\apache-activemq-5.16.2\bin\..\data\kahadb only has 74237 mb of usable space. - resetting to maximum available disk space: 74237 mb | org.apache.activemq.broker.BrokerService | main
2021-07-06 20:54:54,900 | INFO  | ActiveMQ WebConsole available at http://127.0.0.1:8161/ | org.apache.activemq.web.WebConsoleStarter | main
2021-07-06 20:54:54,901 | INFO  | ActiveMQ Jolokia REST API available at http://127.0.0.1:8161/api/jolokia/ | org.apache.activemq.web.WebConsoleStarter | main
2021-07-06 21:26:37,583 | INFO  | Connector vm://localhost started | org.apache.activemq.broker.TransportConnector | qtp1257090913-46
2021-07-06 21:36:20,551 | INFO  | Apache ActiveMQ 5.16.2 (localhost, ID:DESKTOP-BVDPDPA-59513-1625597693926-0:1) is shutting down | org.apache.activemq.broker.BrokerService | Thread-21
2021-07-06 21:36:20,553 | INFO  | Connector openwire stopped | org.apache.activemq.broker.TransportConnector | Thread-21
2021-07-06 21:36:20,555 | INFO  | Connector amqp stopped | org.apache.activemq.broker.TransportConnector | Thread-21
